occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
1167510,occ,,,150185,Contignisporites glebulentus,species,276797,,Contignisporites glebulentus,species,276797,Aptian,,121.4,113,48069
1167511,occ,,,150185,Contignisporites burgerii,species,277349,,Contignisporites burgerii,species,277349,Aptian,,121.4,113,48069
1167512,occ,,,150185,Contignisporites cooksoniae,species,276948,,Contignisporites cooksoniae,species,276948,Aptian,,121.4,113,48069
1167513,occ,,,150185,Cyathidites cf. minor,species,252470,,Cyathidites minor,species,252470,Aptian,,121.4,113,48069
1167519,occ,,F,150185,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Aptian,,121.4,113,48069
1167567,occ,,,150237,Alsophilidites kerguelensis,species,277313,,Alsophilidites kerguelensis,species,277313,Late Campanian,Early Maastrichtian,83.6,66,48067
1167573,occ,,,150237,Clavifera jachromensis,species,277314,,Clavifera jachromensis,species,277314,Late Campanian,Early Maastrichtian,83.6,66,48067
1167574,occ,,F,150237,Clavifera triplex,species,276522,,Clavifera triplex,species,276522,Late Campanian,Early Maastrichtian,83.6,66,48067
1167577,occ,,,150237,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Late Campanian,Early Maastrichtian,83.6,66,48067
1167578,occ,,,150237,Cyathidites cf. minor,species,252470,,Cyathidites minor,species,252470,Late Campanian,Early Maastrichtian,83.6,66,48067
1167579,occ,,,150237,Cyathidites pulchellus,species,277315,,Cyathidites pulchellus,species,277315,Late Campanian,Early Maastrichtian,83.6,66,48067
1167581,occ,,F,150237,Deltoidospora hallii,species,252476,,Deltoidospora hallii,species,252476,Late Campanian,Early Maastrichtian,83.6,66,48067
1167582,occ,,,150237,Deltoidospora microlepioides,species,277316,,Deltoidospora microlepioides,species,277316,Late Campanian,Early Maastrichtian,83.6,66,48067
1167587,occ,,,150237,Foveotriletes scrobiculatus,species,277318,,Foveotriletes scrobiculatus,species,277318,Late Campanian,Early Maastrichtian,83.6,66,48067
1167588,occ,,,150237,Gleicheniidites campanianus,species,277319,,Gleicheniidites campanianus,species,277319,Late Campanian,Early Maastrichtian,83.6,66,48067
1167589,occ,,,150237,Gleicheniidites cf. delcourtii,species,277320,,Gleicheniidites delcourtii,species,277320,Late Campanian,Early Maastrichtian,83.6,66,48067
1167590,occ,,,150237,Gleicheniidites fildesensis,species,277321,,Gleicheniidites fildesensis,species,277321,Late Campanian,Early Maastrichtian,83.6,66,48067
1167591,occ,,,150237,Gleicheniidites pachydermus,species,277322,,Gleicheniidites pachydermus,species,277322,Late Campanian,Early Maastrichtian,83.6,66,48067
1167592,occ,,F,150237,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Late Campanian,Early Maastrichtian,83.6,66,48067
1167593,occ,,,150237,Gleicheniidites trivalvis,species,277323,,Gleicheniidites trivalvis,species,277323,Late Campanian,Early Maastrichtian,83.6,66,48067
1167595,occ,,,150237,Klukisporites antarcticus,species,277324,,Klukisporites antarcticus,species,277324,Late Campanian,Early Maastrichtian,83.6,66,48067
1167604,occ,,F,150237,Polypodiisporites favus,species,252498,,Polypodiisporites favus,species,252498,Late Campanian,Early Maastrichtian,83.6,66,48067
1167680,occ,,,150273,cf. Thyrsopteris elegans,species,277357,,Thyrsopteris elegans,species,277357,Late Campanian,Early Maastrichtian,83.6,66,48067
1167698,occ,,,150274,Dryopteris ? seymouriensis,species,277371,,Dryopteris seymouriensis,species,277371,Late Campanian,Maastrichtian,83.6,66,48067
1167886,occ,,,150335,Cyatheacidites tectifera,species,276648,,Cyatheacidites tectifera,species,276648,Aptian,,121.4,113,48026
1167890,occ,,,149982,Polypodiaceoisporites elegans,species,276979,,Polypodiaceoisporites elegans,species,276979,Aptian,,121.4,113,48082
1167894,occ,,,149982,Muricingulisporis annulatus,species,276663,,Muricingulisporis annulatus,species,276663,Aptian,,121.4,113,48082
1167895,occ,,,149982,Contignisporites cooksonii,species,277476,,Contignisporites cooksonii,species,277476,Aptian,,121.4,113,48082
1167896,occ,,,150335,Polypodiaceoisporites elegans,species,276979,,Polypodiaceoisporites elegans,species,276979,Aptian,,121.4,113,48082
1167899,occ,,,150335,Muricingulisporis annulatus,species,276663,,Muricingulisporis annulatus,species,276663,Aptian,,121.4,113,48082
1167900,occ,,,149982,Trilobosporites trioreticulosus,species,276832,,Trilobosporites trioreticulosus,species,276832,Aptian,,121.4,113,48092
1167901,occ,,,149982,Trilobosporites purverulentus,species,277478,,Trilobosporites purverulentus,species,277478,Aptian,,121.4,113,48092
1167906,occ,,,150335,Trilobosporites trioreticulosus,species,276832,,Trilobosporites trioreticulosus,species,276832,Aptian,,121.4,113,48092
1167907,occ,,,150335,Trilobosporites purverulentus,species,277478,,Trilobosporites purverulentus,species,277478,Aptian,,121.4,113,48092
1167910,occ,,,149982,Cicatricosisporites australiensis,species,276874,,Cicatricosisporites australiensis,species,276874,Aptian,,121.4,113,48094
1167911,occ,,,149982,Cicatricosisporites giganteus,species,277480,,Cicatricosisporites giganteus,species,277480,Aptian,,121.4,113,48094
1167912,occ,,,149982,Cicatricosisporites cf. ethmos,species,277479,,Cicatricosisporites ethmos,species,277479,Aptian,,121.4,113,48094
1167913,occ,,,149982,Cicatricosisporites baqueroensis,species,277482,,Cicatricosisporites baqueroensis,species,277482,Aptian,,121.4,113,48094
1167914,occ,,,149982,Cicatricosisporites ticoensis,species,277481,,Cicatricosisporites ticoensis,species,277481,Aptian,,121.4,113,48094
1167915,occ,,,150335,Cicatricosisporites australiensis,species,276874,,Cicatricosisporites australiensis,species,276874,Aptian,,121.4,113,48094
1167916,occ,,,150335,Cicatricosisporites hughesii,species,276575,,Cicatricosisporites hughesii,species,276575,Aptian,,121.4,113,48094
1167917,occ,,,150335,Cicatricosisporites cf. ethmos,species,277479,,Cicatricosisporites ethmos,species,277479,Aptian,,121.4,113,48094
1167921,occ,,F,149982,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Aptian,,121.4,113,48097
1167923,occ,,,149982,Ornamentifera tuberculata,species,276672,,Ornamentifera tuberculata,species,276672,Aptian,,121.4,113,48097
1167925,occ,,F,150335,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Aptian,,121.4,113,48097
1168235,occ,,F,150340,Foveotriletes margaritae,species,280339,,Foveotriletes margaritae,species,280339,Late Paleocene,,59.2,56,48096
1169003,occ,,,150509,Biretisporites spectabilis,species,277906,,Biretisporites spectabilis,species,277906,Santonian,Campanian,86.3,72.1,48142
1169005,occ,,F,150509,Cyatheacidites annulatus,species,264481,,Cyatheacidites annulatus,species,264481,Santonian,Campanian,86.3,72.1,48142
1169006,occ,,,150509,Cyatheacidites archangelskii,species,277907,,Cyatheacidites archangelskii,species,277907,Santonian,Campanian,86.3,72.1,48142
1169007,occ,,F,150509,Cyathidites australis,species,252473,,Cyathidites australis,species,252473,Santonian,Campanian,86.3,72.1,48142
1169008,occ,,,150509,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Santonian,Campanian,86.3,72.1,48142
1169009,occ,,,150509,Cyathidites punctatus,species,276800,,Cyathidites punctatus,species,276800,Santonian,Campanian,86.3,72.1,48142
1169010,occ,,F,150509,Clavifera triplex,species,276522,,Clavifera triplex,species,276522,Santonian,Campanian,86.3,72.1,48142
1169014,occ,,F,150509,Foveogleicheniidites confussus,species,277909,obsolete variant of,Foveogleicheniidites confossus,species,277909,Santonian,Campanian,86.3,72.1,48142
1169015,occ,,,150509,Gleicheniidites circinidites,species,265675,,Gleicheniidites circinidites,species,265675,Santonian,Campanian,86.3,72.1,48142
1169016,occ,,,150509,Ischyosporites volkheimeri,species,276876,,Ischyosporites volkheimeri,species,276876,Santonian,Campanian,86.3,72.1,48142
1169017,occ,,,150509,Klukisporites scaberis,species,277910,,Klukisporites scaberis,species,277910,Santonian,Campanian,86.3,72.1,48142
1169018,occ,,F,150509,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Santonian,Campanian,86.3,72.1,48142
1169019,occ,,,150509,Leptolepidites verrucatus,species,276597,,Leptolepidites verrucatus,species,276597,Santonian,Campanian,86.3,72.1,48142
1169021,occ,,,150509,Osmundacidites wellmannii,species,327513,,Osmundacidites wellmannii,species,327513,Santonian,Campanian,86.3,72.1,48142
1169026,occ,,,150509,Trilites tuberculiformis,species,276587,,Trilites tuberculiformis,species,276587,Santonian,Campanian,86.3,72.1,48142
1169052,occ,,,150511,Phyllopteroides antarctica,species,277920,,Phyllopteroides antarctica,species,277920,Late Albian,,106.2,100.5,48143
1169054,occ,,,150511,Microphyllopteris unisora,species,277921,,Microphyllopteris unisora,species,277921,Late Albian,,106.2,100.5,48143
1169055,occ,,,150511,Coniopteris cf. frutiformis,species,277922,,Coniopteris frutiformis,species,277922,Late Albian,,106.2,100.5,48143
1169185,occ,,F,150515,Todisporites major,species,252541,,Todisporites major,species,252541,Late Aptian,,119.5,113,48144
1169186,occ,,F,150515,Cyathidites australis,species,252473,,Cyathidites australis,species,252473,Late Aptian,,119.5,113,48144
1169187,occ,,,150515,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Late Aptian,,119.5,113,48144
1169188,occ,,F,150515,Deltoidospora hallii,species,252476,,Deltoidospora hallii,species,252476,Late Aptian,,119.5,113,48144
1169189,occ,,,150515,Deltoidospora tenuis,species,277932,,Deltoidospora tenuis,species,277932,Late Aptian,,119.5,113,48144
1169190,occ,,F,150515,Biretisporites potoniaei,species,252551,,Biretisporites potoniaei,species,252551,Late Aptian,,119.5,113,48144
1169191,occ,,,150515,Cicatricosisporites mediostriatus,species,277933,,Cicatricosisporites mediostriatus,species,277933,Late Aptian,,119.5,113,48144
1169192,occ,,F,150515,Cicatricosisporites subrotundus,species,277934,,Cicatricosisporites subrotundus,species,277934,Late Aptian,,119.5,113,48144
1169193,occ,,,150515,Cicatricosisporites microstriatus,species,277935,,Cicatricosisporites microstriatus,species,277935,Late Aptian,,119.5,113,48144
1169194,occ,,,150515,Cicatricosisporites venustus,species,276576,,Cicatricosisporites venustus,species,276576,Late Aptian,,119.5,113,48144
1169195,occ,,,150515,Cicatricosisporites nuni,species,277936,,Cicatricosisporites nuni,species,277936,Late Aptian,,119.5,113,48144
1169196,occ,,,150515,Cicatricosisporites hallei,species,276788,,Cicatricosisporites hallei,species,276788,Late Aptian,,119.5,113,48144
1169197,occ,,,150515,Cicatricosisporites brevilaesuratus,species,277937,,Cicatricosisporites brevilaesuratus,species,277937,Late Aptian,,119.5,113,48144
1169198,occ,,,150515,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,,119.5,113,48144
1169204,occ,,,150515,Klukisporites scaberis,species,277910,,Klukisporites scaberis,species,277910,Late Aptian,,119.5,113,48144
1169209,occ,,,150515,Crybelosporites cf. brenneri,species,277943,,Crybelosporites brenneri,species,277943,Late Aptian,,119.5,113,48144
1169264,occ,,,150185,n. gen. Capsispora n. sp. vulcanica,species,277979,,Capsispora vulcanica,species,277979,Aptian,,121.4,113,48148
1169267,occ,,F,150185,Clavifera cf. triplex,species,276522,,Clavifera triplex,species,276522,Aptian,,121.4,113,48148
1169270,occ,,F,150185,Gleicheniidites n. sp. aptianus,species,277493,,Gleicheniidites aptianus,species,277493,Aptian,,121.4,113,48148
1169271,occ,,,150185,Gleicheniidites n. sp. rigidus,species,277988,,Gleicheniidites rigidus,species,277988,Aptian,,121.4,113,48148
1169272,occ,,F,150185,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Aptian,,121.4,113,48148
1169282,occ,,F,150516,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Aptian,,121.4,113,48148
1169576,occ,,F,149982,Cyathidites australis,species,252473,,Cyathidites australis,species,252473,Aptian,,121.4,113,48164
1169577,occ,,,149982,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Aptian,,121.4,113,48164
1169579,occ,,F,149982,Deltoidospora minor,species,252545,,Deltoidospora minor,species,252545,Aptian,,121.4,113,48164
1169581,occ,,F,149982,Baculatisporites comaumensis,species,252530,,Baculatisporites comaumensis,species,252530,Aptian,,121.4,113,48164
1169586,occ,,F,149982,Rugulatisporites neuquenensis,species,277502,,Rugulatisporites neuquenensis,species,277502,Aptian,,121.4,113,48164
1169587,occ,,F,150335,Leiotriletes regularis,species,252472,,Leiotriletes regularis,species,252472,Aptian,,121.4,113,48164
1169588,occ,,,150335,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Aptian,,121.4,113,48164
1169590,occ,,F,150335,Deltoidospora minor,species,252545,,Deltoidospora minor,species,252545,Aptian,,121.4,113,48164
1169593,occ,,F,150335,Leptolepidites major,species,252555,,Leptolepidites major,species,252555,Aptian,,121.4,113,48164
1169596,occ,,F,150335,Rugulatisporites neuquenensis,species,277502,,Rugulatisporites neuquenensis,species,277502,Aptian,,121.4,113,48164
1169622,occ,,F,150615,Cyathidites patagonicus,species,276523,,Cyathidites patagonicus,species,276523,Aptian,Albian,121.4,100.5,48162
1169623,occ,,,150615,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Aptian,Albian,121.4,100.5,48162
1169624,occ,,,150615,Cyathidites cf. punctatus,species,276800,,Cyathidites punctatus,species,276800,Aptian,Albian,121.4,100.5,48162
1169626,occ,,,150615,Deltoidospora australis,species,276949,,Deltoidospora australis,species,276949,Aptian,Albian,121.4,100.5,48162
1169627,occ,,,150615,Deltoidospora inconspicua,species,278076,,Deltoidospora inconspicua,species,278076,Aptian,Albian,121.4,100.5,48162
1169628,occ,,,150615,Concavisporites cf. semiangulatus,species,278077,,Concavisporites semiangulatus,species,278077,Aptian,Albian,121.4,100.5,48162
1169630,occ,,F,150615,Todisporites minor,species,252542,,Todisporites minor,species,252542,Aptian,Albian,121.4,100.5,48162
1169631,occ,,F,150615,Leiotriletes cf. regularis,species,252472,,Leiotriletes regularis,species,252472,Aptian,Albian,121.4,100.5,48162
1169635,occ,,,150615,Contignisporites glebulentus,species,276797,,Contignisporites glebulentus,species,276797,Aptian,Albian,121.4,100.5,48162
1169636,occ,,,150615,Contignisporites burgerii,species,277349,,Contignisporites burgerii,species,277349,Aptian,Albian,121.4,100.5,48162
1169637,occ,,,150615,Contignisporites cooksoniae,species,276948,,Contignisporites cooksoniae,species,276948,Aptian,Albian,121.4,100.5,48162
1169639,occ,,,150615,Cyatheacidites tectifera,species,276648,,Cyatheacidites tectifera,species,276648,Aptian,Albian,121.4,100.5,48162
1169643,occ,,F,150615,Baculatisporites comaumensis,species,252530,,Baculatisporites comaumensis,species,252530,Aptian,Albian,121.4,100.5,48165
1169644,occ,,F,150615,Baculatisporites n. sp. kachaikensis,species,276638,,Baculatisporites kachaikensis,species,276638,Aptian,Albian,121.4,100.5,48165
1169647,occ,,,150615,Leptolepidites macroverrucatus,species,278080,,Leptolepidites macroverrucatus,species,278080,Aptian,Albian,121.4,100.5,48165
1169648,occ,,F,150615,Osmundacidites cf. wellmanii,species,252480,,Osmundacidites wellmanii,species,252480,Aptian,Albian,121.4,100.5,48165
1169649,occ,,,150615,Pilosisporites trichopapillosus,species,276490,,Pilosisporites trichopapillosus,species,276490,Aptian,Albian,121.4,100.5,48165
1169650,occ,,,150615,Pilosisporites verus,species,276815,,Pilosisporites verus,species,276815,Aptian,Albian,121.4,100.5,48165
1169651,occ,,,150615,Appendicisporites cf. giganticus,species,278081,,Appendicisporites giganticus,species,278081,Aptian,Albian,121.4,100.5,48165
1169652,occ,,F,150615,Appendicisporites cf. potomacensis,species,276634,,Appendicisporites potomacensis,species,276634,Aptian,Albian,121.4,100.5,48165
1169655,occ,,,150615,Cicatricosisporites australiensis,species,276874,,Cicatricosisporites australiensis,species,276874,Aptian,Albian,121.4,100.5,48165
1169656,occ,,,150615,Cicatricosisporites hughesi,species,278082,,Cicatricosisporites hughesi,species,278082,Aptian,Albian,121.4,100.5,48165
1169658,occ,,F,150615,Klukisporites variegatus,species,252483,,Klukisporites variegatus,species,252483,Aptian,Albian,121.4,100.5,48165
1169659,occ,,F,150615,Klukisporites cf. labiatus,species,278083,,Klukisporites labiatus,species,278083,Aptian,Albian,121.4,100.5,48165
1169660,occ,,,150615,Nodosisporites crenimurus,species,276668,,Nodosisporites crenimurus,species,276668,Aptian,Albian,121.4,100.5,48165
1169661,occ,,F,150615,Nodosisporites n. sp. macrobaculatus,species,276669,,Nodosisporites macrobaculatus,species,276669,Aptian,Albian,121.4,100.5,48165
