occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
1139395,occ,,,145179,Verrucosisporites obscurilaesuratus,species,322096,,Verrucosisporites obscurilaesuratus,species,322096,Barremian,Aptian,125.77,113,46944
1139396,occ,,,145179,Verrucosisporites rotundus,species,322158,,Verrucosisporites rotundus,species,322158,Barremian,Aptian,125.77,113,46944
1139418,occ,,,145180,Crybelosporites cf. pannuceus,species,321444,,Crybelosporites pannuceus,species,321444,Barremian,Aptian,125.77,113,46944
1139419,occ,,,145180,Deltoidospora diaphana,species,327263,,Deltoidospora diaphana,species,327263,Barremian,Aptian,125.77,113,46944
1139420,occ,,,145180,cf. Echinatisporis varispinosus,species,321447,,Echinatisporis varispinosus,species,321447,Barremian,Aptian,125.77,113,46944
1139421,occ,,,145180,Pilosisporites trichopapillosus,species,276490,,Pilosisporites trichopapillosus,species,276490,Barremian,Aptian,125.77,113,46944
1139423,occ,,,145180,Verrucosisporites obscurilaesuratus,species,322096,,Verrucosisporites obscurilaesuratus,species,322096,Barremian,Aptian,125.77,113,46944
1139424,occ,,,145180,Verrucosisporites rotundus,species,322158,,Verrucosisporites rotundus,species,322158,Barremian,Aptian,125.77,113,46944
1164063,occ,,,149746,Palaeomohria patagonica,species,276390,,Palaeomohria patagonica,species,276390,Early Albian,Middle Albian,113,106.2,47967
1164068,occ,,,149750,Palaeomohria patagonica,species,276390,,Palaeomohria patagonica,species,276390,Early Albian,Middle Albian,113,106.2,47967
1164417,occ,,,149818,Klukisporites foveolatus,species,276485,,Klukisporites foveolatus,species,276485,Late Barremian,Early Aptian,125.77,119.5,47990
1164432,occ,,,149818,Leptolepidites macroverrucosus,species,276488,,Leptolepidites macroverrucosus,species,276488,Late Barremian,Early Aptian,125.77,119.5,47990
1164433,occ,,,149818,Pilosisporites trichopapillosus,species,276490,,Pilosisporites trichopapillosus,species,276490,Late Barremian,Early Aptian,125.77,119.5,47990
1164434,occ,,,149818,Leptolepidites irregularis,species,276486,,Leptolepidites irregularis,species,276486,Late Barremian,Early Aptian,125.77,119.5,47990
1164435,occ,,,149818,Appendicisporites tricornitatus,species,276484,,Appendicisporites tricornitatus,species,276484,Late Barremian,Early Aptian,125.77,119.5,47990
1164565,occ,,,149846,Cicatricosisporites cuneiformis,species,276574,,Cicatricosisporites cuneiformis,species,276574,Early Albian,,113,109.9,48004
1164566,occ,,,149846,Cicatricosisporites hughesii,species,276575,,Cicatricosisporites hughesii,species,276575,Early Albian,,113,109.9,48004
1164567,occ,,,149846,Cicatricosisporites cf. venustus,species,276576,,Cicatricosisporites venustus,species,276576,Early Albian,,113,109.9,48004
1164568,occ,,,149846,Crybelosporites stylosus,species,276579,,Crybelosporites stylosus,species,276579,Early Albian,,113,109.9,48004
1164572,occ,,,149846,Ruffordiaspora australiensis,species,276583,,Ruffordiaspora australiensis,species,276583,Early Albian,,113,109.9,48004
1164573,occ,,,149846,Ruffordiaspora ticoensis,species,276584,,Ruffordiaspora ticoensis,species,276584,Early Albian,,113,109.9,48004
1164586,occ,,,149846,Leptolepidites verrucatus,species,276597,,Leptolepidites verrucatus,species,276597,Early Albian,,113,109.9,48004
1164587,occ,,F,149846,Leptolepidites major,species,252555,,Leptolepidites major,species,252555,Early Albian,,113,109.9,48004
1164614,occ,,,149746,Cicatricosisporites cf. venustus,species,276576,,Cicatricosisporites venustus,species,276576,Early Albian,Middle Albian,113,106.2,48004
1164615,occ,,,149746,Crybelosporites cf. berberioides,species,276578,,Crybelosporites berberioides,species,276578,Early Albian,Middle Albian,113,106.2,48004
1164616,occ,,,149746,Crybelosporites stylosus,species,276579,,Crybelosporites stylosus,species,276579,Early Albian,Middle Albian,113,106.2,48004
1164625,occ,,,149746,Leptolepidites verrucatus,species,276597,,Leptolepidites verrucatus,species,276597,Early Albian,Middle Albian,113,106.2,48004
1164626,occ,,F,149746,Leptolepidites major,species,252555,,Leptolepidites major,species,252555,Early Albian,Middle Albian,113,106.2,48004
1165071,occ,,F,149849,Appendicisporites cf. potomacensis,species,276634,,Appendicisporites potomacensis,species,276634,Aptian,Early Albian,121.4,109.9,48010
1165072,occ,,,149849,Appendicisporites cf. pschekhaensis,species,276636,,Appendicisporites pschekhaensis,species,276636,Aptian,Early Albian,121.4,109.9,48010
1165073,occ,,F,149849,Baculatisporites comaumensis,species,252530,,Baculatisporites comaumensis,species,252530,Aptian,Early Albian,121.4,109.9,48010
1165074,occ,,F,149849,Baculatisporites kachaikensis,species,276638,,Baculatisporites kachaikensis,species,276638,Aptian,Early Albian,121.4,109.9,48010
1165077,occ,,,149849,Cibotiumspora jurienensis,species,276642,,Cibotiumspora jurienensis,species,276642,Aptian,Early Albian,121.4,109.9,48010
1165078,occ,,,149849,Cicatricosisporites pseudotripartitus,species,276643,,Cicatricosisporites pseudotripartitus,species,276643,Aptian,Early Albian,121.4,109.9,48010
1165079,occ,,,149849,Cicatricosisporites cuneiformis,species,276574,,Cicatricosisporites cuneiformis,species,276574,Aptian,Early Albian,121.4,109.9,48010
1165080,occ,,,149849,Cicatricosisporites cf. minutaestriatus,species,276644,,Cicatricosisporites minutaestriatus,species,276644,Aptian,Early Albian,121.4,109.9,48010
1165082,occ,,,149849,Cyatheacidites tectifera,species,276648,,Cyatheacidites tectifera,species,276648,Aptian,Early Albian,121.4,109.9,48010
1165083,occ,,,149849,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Aptian,Early Albian,121.4,109.9,48010
1165087,occ,,F,149849,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Aptian,Early Albian,121.4,109.9,48010
1165089,occ,,,149849,Muricingulisporis cf. annulatus,species,276663,,Muricingulisporis annulatus,species,276663,Aptian,Early Albian,121.4,109.9,48010
1165091,occ,,,149849,Nodosisporites crenimurus,species,276668,,Nodosisporites crenimurus,species,276668,Aptian,Early Albian,121.4,109.9,48010
1165093,occ,,,149849,Ornamentifera cf. tuberculata,species,276672,,Ornamentifera tuberculata,species,276672,Aptian,Early Albian,121.4,109.9,48010
1165094,occ,,F,149849,Osmundacidites wellmanii,species,252480,,Osmundacidites wellmanii,species,252480,Aptian,Early Albian,121.4,109.9,48010
1165096,occ,,,149849,Ruffordiaspora australiensis,species,276583,,Ruffordiaspora australiensis,species,276583,Aptian,Early Albian,121.4,109.9,48010
1165097,occ,,,149849,Ruffordiaspora ludbrookiae,species,276673,,Ruffordiaspora ludbrookiae,species,276673,Aptian,Early Albian,121.4,109.9,48010
1165102,occ,,,149849,Verrucosisporites cf. varians,species,276674,,Verrucosisporites varians,species,276674,Aptian,Early Albian,121.4,109.9,48010
1165122,occ,,,149850,Appendicisporites cf. unicus,species,276632,,Appendicisporites unicus,species,276632,Aptian,Early Albian,121.4,109.9,48010
1165123,occ,,F,149850,Appendicisporites cf. potomacensis,species,276634,,Appendicisporites potomacensis,species,276634,Aptian,Early Albian,121.4,109.9,48010
1165124,occ,,F,149850,Baculatisporites comaumensis,species,252530,,Baculatisporites comaumensis,species,252530,Aptian,Early Albian,121.4,109.9,48010
1165125,occ,,F,149850,Baculatisporites kachaikensis,species,276638,,Baculatisporites kachaikensis,species,276638,Aptian,Early Albian,121.4,109.9,48010
1165127,occ,,,149850,Cicatricosisporites pseudotripartitus,species,276643,,Cicatricosisporites pseudotripartitus,species,276643,Aptian,Early Albian,121.4,109.9,48010
1165128,occ,,,149850,Cicatricosisporites cuneiformis,species,276574,,Cicatricosisporites cuneiformis,species,276574,Aptian,Early Albian,121.4,109.9,48010
1165129,occ,,,149850,Cicatricosisporites cf. minutaestriatus,species,276644,,Cicatricosisporites minutaestriatus,species,276644,Aptian,Early Albian,121.4,109.9,48010
1165133,occ,,,149850,Cyatheacidites tectifera,species,276648,,Cyatheacidites tectifera,species,276648,Aptian,Early Albian,121.4,109.9,48010
1165134,occ,,F,149850,Cyathidites australis,species,252473,,Cyathidites australis,species,252473,Aptian,Early Albian,121.4,109.9,48010
1165135,occ,,,149850,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Aptian,Early Albian,121.4,109.9,48010
1165140,occ,,F,149850,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Aptian,Early Albian,121.4,109.9,48010
1165141,occ,,F,149850,Gleicheniidites serratus,species,276656,,Gleicheniidites serratus,species,276656,Aptian,Early Albian,121.4,109.9,48010
1165145,occ,,,149850,Leptolepidites macroverrucosus,species,276488,,Leptolepidites macroverrucosus,species,276488,Aptian,Early Albian,121.4,109.9,48010
1165146,occ,,,149850,Muricingulisporis cf. annulatus,species,276663,,Muricingulisporis annulatus,species,276663,Aptian,Early Albian,121.4,109.9,48010
1165147,occ,,,149850,Nodosisporites crenimurus,species,276668,,Nodosisporites crenimurus,species,276668,Aptian,Early Albian,121.4,109.9,48010
1165148,occ,,F,149850,Nodosisporites macrobaculatus,species,276669,,Nodosisporites macrobaculatus,species,276669,Aptian,Early Albian,121.4,109.9,48010
1165149,occ,,F,149850,Osmundacidites wellmanii,species,252480,,Osmundacidites wellmanii,species,252480,Aptian,Early Albian,121.4,109.9,48010
1165288,occ,,,149850,Ruffordiaspora australiensis,species,276583,,Ruffordiaspora australiensis,species,276583,Aptian,Early Albian,121.4,109.9,48010
1165289,occ,,,149850,Ruffordiaspora ludbrookiae,species,276673,,Ruffordiaspora ludbrookiae,species,276673,Aptian,Early Albian,121.4,109.9,48010
1165292,occ,,,149850,Verrucosisporites cf. varians,species,276674,,Verrucosisporites varians,species,276674,Aptian,Early Albian,121.4,109.9,48010
1165338,occ,,F,149815,Cyatheacidites annulatus,species,264481,,Cyatheacidites annulatus,species,264481,Maastrichtian,,72.1,66,47987
1165339,occ,,F,149815,Cyathidites australis,species,252473,,Cyathidites australis,species,252473,Maastrichtian,,72.1,66,47987
1165346,occ,,F,149815,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Maastrichtian,,72.1,66,47987
1165349,occ,,F,149815,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Maastrichtian,,72.1,66,47987
1165366,occ,,,149815,Trilites volkheimerii,species,276589,,Trilites volkheimerii,species,276589,Maastrichtian,,72.1,66,47987
1165456,occ,,F,149927,Appendicisporites potomacensis,species,276634,,Appendicisporites potomacensis,species,276634,Late Aptian,,119.5,113,48025
1165458,occ,,F,149927,Baculatisporites comaumensis,species,252530,,Baculatisporites comaumensis,species,252530,Late Aptian,,119.5,113,48025
1165459,occ,,F,149927,Baculatisporites kachaikensis,species,276638,,Baculatisporites kachaikensis,species,276638,Late Aptian,,119.5,113,48025
1165460,occ,,F,149927,Biretisporites cf. potoniei,species,276783,,Biretisporites potoniei,species,276783,Late Aptian,,119.5,113,48025
1165463,occ,,,149927,Cicatricosisporites annulatus,species,276787,,Cicatricosisporites annulatus,species,276787,Late Aptian,,119.5,113,48025
1165464,occ,,,149927,Cicatricosisporites hughesii,species,276575,,Cicatricosisporites hughesii,species,276575,Late Aptian,,119.5,113,48025
1165465,occ,,,149927,Cicatricosisporites cuneiformis,species,276574,,Cicatricosisporites cuneiformis,species,276574,Late Aptian,,119.5,113,48025
1165466,occ,,,149927,Cicatricosisporites cf. hallei,species,276788,,Cicatricosisporites hallei,species,276788,Late Aptian,,119.5,113,48025
1165467,occ,,,149927,Cicatricosisporites pramparoana,species,276789,,Cicatricosisporites pramparoana,species,276789,Late Aptian,,119.5,113,48025
1165473,occ,,,149927,Crybelosporites striatus,species,276799,,Crybelosporites striatus,species,276799,Late Aptian,,119.5,113,48025
1165474,occ,,,149927,Cyatheacidites tectifera,species,276648,,Cyatheacidites tectifera,species,276648,Late Aptian,,119.5,113,48025
1165476,occ,,F,149927,Cyathidites australis,species,252473,,Cyathidites australis,species,252473,Late Aptian,,119.5,113,48025
1165477,occ,,F,149927,Cyathidites patagonicus,species,276523,,Cyathidites patagonicus,species,276523,Late Aptian,,119.5,113,48025
1165486,occ,,F,149927,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Late Aptian,,119.5,113,48025
1165491,occ,,,149927,Leptolepidites macroverrucosus,species,276488,,Leptolepidites macroverrucosus,species,276488,Late Aptian,,119.5,113,48025
1165493,occ,,,149927,Muricingulisporis annulatus,species,276663,,Muricingulisporis annulatus,species,276663,Late Aptian,,119.5,113,48025
1165498,occ,,,149927,Osmundacidites wellmannii,species,327513,,Osmundacidites wellmannii,species,327513,Late Aptian,,119.5,113,48025
1165502,occ,,,149927,Ruffordiaspora australiensis,species,276583,,Ruffordiaspora australiensis,species,276583,Late Aptian,,119.5,113,48025
1165503,occ,,,149927,Ruffordiaspora cardielensis,species,276822,,Ruffordiaspora cardielensis,species,276822,Late Aptian,,119.5,113,48025
1165509,occ,,,149927,Trilobosporites trioreticulosus,species,276832,,Trilobosporites trioreticulosus,species,276832,Late Aptian,,119.5,113,48025
1165525,occ,,,149927,Trichotomosulcites microsaccatus,species,276838,,Trichotomosulcites microsaccatus,species,276838,Late Aptian,,119.5,113,48025
1165545,occ,,,149928,Arcellites humilis,species,276777,,Arcellites humilis,species,276777,Early Albian,Early Cenomanian,113,93.9,48025
1165546,occ,,,149928,Arcellites pentagonalis,species,276778,,Arcellites pentagonalis,species,276778,Early Albian,Early Cenomanian,113,93.9,48025
1165547,occ,,,149928,Arcellites santaecrucensis,species,276779,,Arcellites santaecrucensis,species,276779,Early Albian,Early Cenomanian,113,93.9,48025
1165549,occ,,,149928,Appendicisporites cf. unicus,species,276632,,Appendicisporites unicus,species,276632,Early Albian,Early Cenomanian,113,93.9,48025
1165550,occ,,F,149928,Appendicisporites potomacensis,species,276634,,Appendicisporites potomacensis,species,276634,Early Albian,Early Cenomanian,113,93.9,48025
1165552,occ,,F,149928,Baculatisporites comaumensis,species,252530,,Baculatisporites comaumensis,species,252530,Early Albian,Early Cenomanian,113,93.9,48025
1165553,occ,,F,149928,Baculatisporites kachaikensis,species,276638,,Baculatisporites kachaikensis,species,276638,Early Albian,Early Cenomanian,113,93.9,48025
1165556,occ,,F,149928,Biretisporites cf. potoniei,species,276783,,Biretisporites potoniei,species,276783,Early Albian,Early Cenomanian,113,93.9,48025
1165558,occ,,,149928,Cardioangulina elongata,species,276785,,Cardioangulina elongata,species,276785,Early Albian,Early Cenomanian,113,93.9,48025
1165561,occ,,,149928,Cicatricosisporites annulatus,species,276787,,Cicatricosisporites annulatus,species,276787,Early Albian,Early Cenomanian,113,93.9,48025
1165562,occ,,,149928,Cicatricosisporites hughesii,species,276575,,Cicatricosisporites hughesii,species,276575,Early Albian,Early Cenomanian,113,93.9,48025
1165563,occ,,,149928,Cicatricosisporites cuneiformis,species,276574,,Cicatricosisporites cuneiformis,species,276574,Early Albian,Early Cenomanian,113,93.9,48025
1165564,occ,,,149928,Cicatricosisporites cf. hallei,species,276788,,Cicatricosisporites hallei,species,276788,Early Albian,Early Cenomanian,113,93.9,48025
1165565,occ,,,149928,Cicatricosisporites venustus,species,276576,,Cicatricosisporites venustus,species,276576,Early Albian,Early Cenomanian,113,93.9,48025
1165566,occ,,,149928,Cicatricosisporites pramparoana,species,276789,,Cicatricosisporites pramparoana,species,276789,Early Albian,Early Cenomanian,113,93.9,48025
1165567,occ,,,149928,Cicatricosisporites minutaestriatus,species,276644,,Cicatricosisporites minutaestriatus,species,276644,Early Albian,Early Cenomanian,113,93.9,48025
1165575,occ,,,149928,Contignisporites glebulentus,species,276797,,Contignisporites glebulentus,species,276797,Early Albian,Early Cenomanian,113,93.9,48025
1165576,occ,,,149928,Crybelosporites berberioides,species,276578,,Crybelosporites berberioides,species,276578,Early Albian,Early Cenomanian,113,93.9,48025
1165577,occ,,,149928,Crybelosporites punctatus,species,276798,,Crybelosporites punctatus,species,276798,Early Albian,Early Cenomanian,113,93.9,48025
1165578,occ,,,149928,Crybelosporites striatus,species,276799,,Crybelosporites striatus,species,276799,Early Albian,Early Cenomanian,113,93.9,48025
1165579,occ,,,149928,Cyatheacidites tectifera,species,276648,,Cyatheacidites tectifera,species,276648,Early Albian,Early Cenomanian,113,93.9,48025
1165581,occ,,F,149928,Cyathidites australis,species,252473,,Cyathidites australis,species,252473,Early Albian,Early Cenomanian,113,93.9,48025
1165582,occ,,F,149928,Cyathidites patagonicus,species,276523,,Cyathidites patagonicus,species,276523,Early Albian,Early Cenomanian,113,93.9,48025
1165583,occ,,,149928,Cyathidites punctatus,species,276800,,Cyathidites punctatus,species,276800,Early Albian,Early Cenomanian,113,93.9,48025
1165595,occ,,F,149928,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Early Albian,Early Cenomanian,113,93.9,48025
1165600,occ,,,149928,Leptolepidites macroverrucosus,species,276488,,Leptolepidites macroverrucosus,species,276488,Early Albian,Early Cenomanian,113,93.9,48025
1165607,occ,,,149928,Muricingulisporis annulatus,species,276663,,Muricingulisporis annulatus,species,276663,Early Albian,Early Cenomanian,113,93.9,48025
1165611,occ,,,149928,Osmundacidites wellmannii,species,327513,,Osmundacidites wellmannii,species,327513,Early Albian,Early Cenomanian,113,93.9,48025
1165612,occ,,,149928,Palaeomohria patagonica,species,276390,,Palaeomohria patagonica,species,276390,Early Albian,Early Cenomanian,113,93.9,48025
1165616,occ,,,149928,Pilosisporites cf. verus,species,276815,,Pilosisporites verus,species,276815,Early Albian,Early Cenomanian,113,93.9,48025
1165617,occ,,,149928,Pilosisporites cf. trichopapillosus,species,276490,,Pilosisporites trichopapillosus,species,276490,Early Albian,Early Cenomanian,113,93.9,48025
1165618,occ,,,149928,Plicatella baqueroensis,species,276817,,Plicatella baqueroensis,species,276817,Early Albian,Early Cenomanian,113,93.9,48025
1165619,occ,,,149928,Plicatella pseudotripartita,species,276818,,Plicatella pseudotripartita,species,276818,Early Albian,Early Cenomanian,113,93.9,48025
1165625,occ,,,149928,Ruffordiaspora australiensis,species,276583,,Ruffordiaspora australiensis,species,276583,Early Albian,Early Cenomanian,113,93.9,48025
1165626,occ,,,149928,Ruffordiaspora cardielensis,species,276822,,Ruffordiaspora cardielensis,species,276822,Early Albian,Early Cenomanian,113,93.9,48025
1165627,occ,,,149928,Ruffordiaspora crassiterminatus,species,276823,,Ruffordiaspora crassiterminatus,species,276823,Early Albian,Early Cenomanian,113,93.9,48025
1165628,occ,,,149928,Ruffordiaspora ludbrookiae,species,276673,,Ruffordiaspora ludbrookiae,species,276673,Early Albian,Early Cenomanian,113,93.9,48025
1165629,occ,,,149928,Ruffordiaspora ticoensis,species,276584,,Ruffordiaspora ticoensis,species,276584,Early Albian,Early Cenomanian,113,93.9,48025
1165642,occ,,,149928,Trilobosporites trioreticulosus,species,276832,,Trilobosporites trioreticulosus,species,276832,Early Albian,Early Cenomanian,113,93.9,48025
1165668,occ,,,149928,Trichotomosulcites microsaccatus,species,276838,,Trichotomosulcites microsaccatus,species,276838,Early Albian,Early Cenomanian,113,93.9,48025
1165887,occ,,,149973,Gleicheniidites cf. cercinidites,species,330004,,Gleicheniidites cercinidites,species,330004,Maastrichtian,,72.1,66,48034
1165888,occ,,,149973,Klukisporites cf. tuberosus,species,276872,,Klukisporites tuberosus,species,276872,Maastrichtian,,72.1,66,48034
1165903,occ,,F,149974,Baculatisporites comaumensis,species,252530,,Baculatisporites comaumensis,species,252530,Maastrichtian,,72.1,66,48033
1165906,occ,,,149974,Cicatricosisporites australiensis,species,276874,,Cicatricosisporites australiensis,species,276874,Maastrichtian,,72.1,66,48033
1165907,occ,,,149974,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Maastrichtian,,72.1,66,48033
1165909,occ,,F,149974,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Maastrichtian,,72.1,66,48033
1165911,occ,,,149974,Ischyosporites volkheimeri,species,276876,,Ischyosporites volkheimeri,species,276876,Maastrichtian,,72.1,66,48033
1165912,occ,,F,149974,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Maastrichtian,,72.1,66,48033
1165964,occ,,F,149979,Deltoidospora minor,species,252545,,Deltoidospora minor,species,252545,Campanian,,83.6,72.1,48039
1166062,occ,,,150014,Cibotiidites auriculatus,species,276937,,Cibotiidites auriculatus,species,276937,Valanginian,Barremian,139.8,121.4,48043
1166063,occ,,,150014,Cibotiumspora jurienensis,species,276642,,Cibotiumspora jurienensis,species,276642,Valanginian,Barremian,139.8,121.4,48043
1166065,occ,,F,150014,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Valanginian,Barremian,139.8,121.4,48043
1166087,occ,,,150017,Cibotiumspora jurienensis,species,276642,,Cibotiumspora jurienensis,species,276642,Valanginian,Barremian,139.8,121.4,48043
1166090,occ,,,150017,Contignisporites cooksoniae,species,276948,,Contignisporites cooksoniae,species,276948,Valanginian,Barremian,139.8,121.4,48043
1166092,occ,,,150017,Deltoidospora australis,species,276949,,Deltoidospora australis,species,276949,Valanginian,Barremian,139.8,121.4,48043
1166093,occ,,F,150017,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Valanginian,Barremian,139.8,121.4,48043
1166096,occ,,,150017,Ruffordiaspora australiensis,species,276583,,Ruffordiaspora australiensis,species,276583,Valanginian,Barremian,139.8,121.4,48043
1166098,occ,,,150017,Trilites cf. densiverrucosus,species,276950,,Trilites densiverrucosus,species,276950,Valanginian,Barremian,139.8,121.4,48043
1166099,occ,,,150017,Verrucosisporites major,species,276951,,Verrucosisporites major,species,276951,Valanginian,Barremian,139.8,121.4,48043
1166115,occ,,,150020,Deltoidospora australis,species,276949,,Deltoidospora australis,species,276949,Valanginian,Barremian,139.8,121.4,48043
1166117,occ,,F,150020,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Valanginian,Barremian,139.8,121.4,48043
1166130,occ,,,150023,Deltoidospora australis,species,276949,,Deltoidospora australis,species,276949,Barremian,Aptian,125.77,113,48043
1166131,occ,,F,150023,Deltoidospora minor,species,252545,,Deltoidospora minor,species,252545,Barremian,Aptian,125.77,113,48043
1166134,occ,,,150023,Verrucosisporites varians,species,276674,,Verrucosisporites varians,species,276674,Barremian,Aptian,125.77,113,48043
1166149,occ,,,150024,Appendicisporites distocarinatus,species,276970,,Appendicisporites distocarinatus,species,276970,Barremian,Aptian,125.77,113,48043
1166150,occ,,F,150024,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Barremian,Aptian,125.77,113,48043
1166159,occ,,,150025,Contignisporites cooksoniae,species,276948,,Contignisporites cooksoniae,species,276948,Valanginian,Barremian,139.8,121.4,48043
1166175,occ,,,150026,Deltoidospora australis,species,276949,,Deltoidospora australis,species,276949,Valanginian,Barremian,139.8,121.4,48043
1166298,occ,,F,150029,Deltoidospora minor,species,252545,,Deltoidospora minor,species,252545,Valanginian,Barremian,139.8,121.4,48043
1166299,occ,,,150029,Deltoidospora neddeni,species,276978,,Deltoidospora neddeni,species,276978,Valanginian,Barremian,139.8,121.4,48043
1166301,occ,,,150029,Polypodiaceoisporites elegans,species,276979,,Polypodiaceoisporites elegans,species,276979,Valanginian,Barremian,139.8,121.4,48043
1166319,occ,,F,150030,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Valanginian,Barremian,139.8,121.4,48043
1166321,occ,,,150030,Deltoidospora australis,species,276949,,Deltoidospora australis,species,276949,Valanginian,Barremian,139.8,121.4,48043
1166322,occ,,,150030,Contignisporites cooksoniae,species,276948,,Contignisporites cooksoniae,species,276948,Valanginian,Barremian,139.8,121.4,48043
1166328,occ,,F,150032,Biretisporites crassilabratus ?,species,265670,,Biretisporites crassilabratus,species,265670,Valanginian,Barremian,139.8,121.4,48043
1166482,occ,,F,150037,Deltoidospora minor,species,252545,,Deltoidospora minor,species,252545,Valanginian,Barremian,139.8,121.4,48043
1166483,occ,,F,150037,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Valanginian,Barremian,139.8,121.4,48043
1167011,occ,,,150173,Cicatricosisporites cuneiformis,species,276574,,Cicatricosisporites cuneiformis,species,276574,Albian,Cenomanian,113,93.9,48056
1167015,occ,,,150173,Ruffordiaspora ludbrookiae,species,276673,,Ruffordiaspora ludbrookiae,species,276673,Albian,Cenomanian,113,93.9,48056
1167016,occ,,,150173,Ruffordiaspora cf. ticoensis,species,276584,,Ruffordiaspora ticoensis,species,276584,Albian,Cenomanian,113,93.9,48056
1167018,occ,,,150174,Cicatricosisporites pramparoana,species,276789,,Cicatricosisporites pramparoana,species,276789,Albian,,113,100.5,48056
1167020,occ,,,150174,Ruffordiaspora australiensis,species,276583,,Ruffordiaspora australiensis,species,276583,Albian,,113,100.5,48056
1167021,occ,,,150174,Ruffordiaspora cardielensis,species,276822,,Ruffordiaspora cardielensis,species,276822,Albian,,113,100.5,48056
1167178,occ,,F,150182,Cyathidites australis,species,252473,,Cyathidites australis,species,252473,Late Campanian,,83.6,72.1,48058
1167184,occ,,,150182,Cicatricosisporites ? australiensis,species,276874,,Cicatricosisporites australiensis,species,276874,Late Campanian,,83.6,72.1,48058
1167185,occ,,,150182,Cicatricosisporites ? hughesii,species,276575,,Cicatricosisporites hughesii,species,276575,Late Campanian,,83.6,72.1,48058
1167186,occ,,,150182,Concavisporites sinuatus,species,277138,,Concavisporites sinuatus,species,277138,Late Campanian,,83.6,72.1,48058
1167187,occ,,,150182,Contignisporites fornicatus,species,277139,,Contignisporites fornicatus,species,277139,Late Campanian,,83.6,72.1,48058
1167188,occ,,,150182,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Late Campanian,,83.6,72.1,48058
1167193,occ,,,150182,Ischyosporites volkheimeri,species,276876,,Ischyosporites volkheimeri,species,276876,Late Campanian,,83.6,72.1,48058
1167194,occ,,,150182,Laevigatosporites major,species,277141,,Laevigatosporites major,species,277141,Late Campanian,,83.6,72.1,48058
1167195,occ,,F,150182,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Late Campanian,,83.6,72.1,48058
1167196,occ,,,150182,Leptolepidites verrucatus,species,276597,,Leptolepidites verrucatus,species,276597,Late Campanian,,83.6,72.1,48058
1167198,occ,,F,150182,Osmundacidites wellmanii,species,252480,,Osmundacidites wellmanii,species,252480,Late Campanian,,83.6,72.1,48058
1167207,occ,,F,150182,Todisporites major,species,252541,,Todisporites major,species,252541,Late Campanian,,83.6,72.1,48058
1167208,occ,,F,150182,Todisporites minor,species,252542,,Todisporites minor,species,252542,Late Campanian,,83.6,72.1,48058
1167242,occ,,,150200,Arcellites santacrucensis,species,277168,,Arcellites santacrucensis,species,277168,Albian,Cenomanian,113,93.9,48061
1167243,occ,,,150200,Arcellites n. sp. humilis,species,276777,,Arcellites humilis,species,276777,Albian,Cenomanian,113,93.9,48061
1167248,occ,,,150201,Arcellites santacrucensis,species,277168,,Arcellites santacrucensis,species,277168,Late Albian,,106.2,100.5,48061
1167249,occ,,,150201,Arcellites humilis,species,276777,,Arcellites humilis,species,276777,Late Albian,,106.2,100.5,48061
1167250,occ,,,150201,Arcellites n. sp. pentagonalis,species,276778,,Arcellites pentagonalis,species,276778,Late Albian,,106.2,100.5,48061
1167261,occ,,,150203,Arcellites santacrucensis,species,277168,,Arcellites santacrucensis,species,277168,Late Albian,,106.2,100.5,48061
1167262,occ,,,150203,Arcellites humilis,species,276777,,Arcellites humilis,species,276777,Late Albian,,106.2,100.5,48061
1167493,occ,,,149982,Cyatheacidites tectifera,species,276648,,Cyatheacidites tectifera,species,276648,Aptian,,121.4,113,48026
1167506,occ,,F,150185,Biretisporites cf. potoniaei,species,252551,,Biretisporites potoniaei,species,252551,Aptian,,121.4,113,48069
